,names,descriptions,titles,research,links,gs_names,affiliation,scholar_id,cited_by,url_pic,email_domain,nsf_id,score
120,"O'Kane, Jason","Professor, Associate Chair of Academics, Computer Science & Engineering",Faculty,['Robotics'],"['https://www.nsf.gov/pubs/2019/nsf19536/nsf19536.htm', 'https://www.nsf.gov/pubs/2018/nsf18518/nsf18518.htm', 'https://www.nsf.gov/pubs/2017/nsf17518/nsf17518.htm', 'https://www.nsf.gov/pubs/2020/nsf20522/nsf20522.htm', 'https://www.nsf.gov/pubs/2016/nsf16608/nsf16608.htm', 'https://www.nsf.gov/pubs/2011/nsf11553/nsf11553.htm', 'https://www.nsf.gov/pubs/2012/nsf12607/nsf12607.htm', 'https://www.nsf.gov/pubs/2015/nsf15505/nsf15505.htm', 'https://www.nsf.gov/pubs/2006/nsf06572/nsf06572.htm', 'https://www.nsf.gov/pubs/2016/nsf16517/nsf16517.htm']",Jason O'Kane,"Professor of Computer Science, University of South Carolina",ETFTMZMAAAAJ,1421,https://scholar.google.com/citations?view_op=medium_photo&user=ETFTMZMAAAAJ,@cse.sc.edu,"['nsf19536', 'nsf18518', 'nsf17518', 'nsf20522', 'nsf16608', 'nsf11553', 'nsf12607', 'nsf15505', 'nsf06572', 'nsf16517']","[0.7997841835021973, 0.798932671546936, 0.7981103658676147, 0.7952409982681274, 0.7671434283256531, 0.7590427398681641, 0.7579241394996643, 0.7540232539176941, 0.7532876133918762, 0.7505627274513245]"
121,"O'Reilly, James","Instructor, Computer Science and Engineering",Faculty,['James O Reilly teaches various undergraduate courses .'],"['https://www.nsf.gov/pubs/2002/nsf02189/nsf02189.htm', 'https://www.nsf.gov/pubs/2004/nsf04550/nsf04550.htm', 'https://www.nsf.gov/pubs/2005/nsf05517/nsf05517.htm', 'https://www.nsf.gov/pubs/2003/nsf03573/nsf03573.htm', 'https://www.nsf.gov/pubs/2005/nsf05509/nsf05509.htm', 'https://www.nsf.gov/pubs/2012/nsf12597/nsf12597.htm', 'https://www.nsf.gov/pubs/2013/nsf13558/nsf13558.htm', 'https://www.nsf.gov/pubs/2005/nsf05561/nsf05561.htm', 'https://www.nsf.gov/pubs/2006/nsf06535/nsf06535.htm', 'https://www.nsf.gov/pubs/2013/nsf13599/nsf13599.htm']",,,,,,,"['nsf02189', 'nsf04550', 'nsf05517', 'nsf03573', 'nsf05509', 'nsf12597', 'nsf13558', 'nsf05561', 'nsf06535', 'nsf13599']","[0.813403308391571, 0.7986782789230347, 0.7986782789230347, 0.7926627993583679, 0.7925427556037903, 0.7919721603393555, 0.7896014451980591, 0.7841403484344482, 0.7841403484344482, 0.7809271812438965]"
122,"Ortiz-Hernandez, Ivelisse","Instructor, Chemical Engineering College of Engineering and Computing",Faculty,"['Ph . D . , University of South Carolina , 2006B . Ch . E . , University of Puerto Rico , 2000Dr . Ortiz Hernandez background involves the study of heterogeneous catalytic systems under reaction conditions . Her research interest involves the development and characterization of new catalytic materials with applications in environmental and alternate energy systems . She is also interested in the use of analytical instrumentation techniques for the characterization of materials and the study of chemical reactions . Her experience involves the teaching and developing of new curriculums in the area of chemical engineering and chemical technology .']","['https://www.nsf.gov/pubs/2017/nsf17517/nsf17517.htm', 'https://www.nsf.gov/pubs/2018/nsf18525/nsf18525.htm', 'https://www.nsf.gov/pubs/2016/nsf16518/nsf16518.htm', 'https://www.nsf.gov/pubs/2012/nsf12593/nsf12593.htm', 'https://www.nsf.gov/pubs/2020/nsf20586/nsf20586.htm', 'https://www.nsf.gov/pubs/2011/nsf11552/nsf11552.htm', 'https://www.nsf.gov/pubs/2019/nsf19525/nsf19525.htm', 'https://www.nsf.gov/pubs/2008/nsf08599/nsf08599.htm', 'https://www.nsf.gov/pubs/2019/nsf19577/nsf19577.htm', 'https://www.nsf.gov/pubs/2020/nsf20577/nsf20577.htm']",,,,,,,"['nsf17517', 'nsf18525', 'nsf16518', 'nsf12593', 'nsf20586', 'nsf11552', 'nsf19525', 'nsf08599', 'nsf19577', 'nsf20577']","[0.8379530310630798, 0.8107486963272095, 0.810459554195404, 0.8092678785324097, 0.8069897294044495, 0.805472731590271, 0.8037242293357849, 0.8032841682434082, 0.801030695438385, 0.801030695438385]"
123,"Pain, Christopher C.","Adjunct Professor, Mechanical Engineering",Faculty,"['Dr . Pain is a Professor in the department of Earth Science and Engineering at Imperial College London ICL , UK . He is also head of the Applied Computation and Modelling Group AMCG , which is the largest research grouping at ICL and comprises of about 60 research active scientists . AMCG specialises in the development and application of innovative and world leading modelling techniques for earth , engineering and biomedical sciences . The group has core research interests in numerical methods for ocean , atmosphere and climate systems , engineering fluids including multiphase flows , neutral particle radiation transport , coupled fluids solids modelling with discrete element methods , turbulence modelling , inversion methods , imaging , and impact cratering . He was honored by Imperial College London by winning its Research Excellence Award in 2010 , in recognition his world leading research . Dr . Pain s academic interests are in general Computational Fluid Dynamics including multi phase flow , oceanography and geophysical fluid dynamics , nuclear safety , optimisation , numerical research , including parallel solution techniques , recurrent and feed forward neural networks , a priori error measures and mesh adaptivity , discretization techniques , resolution of linear and non linear equations , non linear dynamics , numerical shape description and differential geometry . He is the original author of general purpose parallel Computational Fluid Dynamics code Fluidity a foundation of the majority of his research activities and key to this proposal , with mesh adaptive multi phase and ocean modelling features . Inverse modelling has included anisotropic electrical inversion , 3D seismic inversion and inversion of transient 3 D coastal flows using the adjoint method . He has authored over 133 journal publications , 2 book chapters , 1 patent , graduated 34 PhD students and completed 41 industry and research council grants .']","['https://www.nsf.gov/pubs/2004/nsf04589/nsf04589.htm', 'https://www.nsf.gov/pubs/2006/nsf06562/nsf06562.htm', 'https://www.nsf.gov/pubs/2003/nsf03567/nsf03567.htm', 'https://www.nsf.gov/pubs/2016/nsf16518/nsf16518.htm', 'https://www.nsf.gov/pubs/2016/nsf16598/nsf16598.htm', 'https://www.nsf.gov/pubs/2017/nsf17554/nsf17554.htm', 'https://www.nsf.gov/pubs/2006/nsf06545/nsf06545.htm', 'https://www.nsf.gov/pubs/2009/nsf09539/nsf09539.htm', 'https://www.nsf.gov/pubs/2006/nsf06546/nsf06546.htm', 'https://www.nsf.gov/pubs/2011/nsf11535/nsf11535.htm']",,,,,,,"['nsf04589', 'nsf06562', 'nsf03567', 'nsf16518', 'nsf16598', 'nsf17554', 'nsf06545', 'nsf09539', 'nsf06546', 'nsf11535']","[0.8090378046035767, 0.8090378046035767, 0.8090378046035767, 0.806361973285675, 0.805604875087738, 0.805604875087738, 0.8047707080841064, 0.800571858882904, 0.800571858882904, 0.7981104850769043]"
124,"Patel, Chandrashekhar","Research Associate Professor, School of Medicine, Biomedical Engineering",Faculty,"['School of Medicine Bldg 1 Room B 34 6439 Garners Ferry Road Columbia , SC 29209Dr . Patel s research interests include molecular regulation of vascular endothelial and smooth muscle cells .']","['https://www.nsf.gov/pubs/2016/nsf16573/nsf16573.htm', 'https://www.nsf.gov/pubs/2006/nsf06566/nsf06566.htm', 'https://www.nsf.gov/pubs/2005/nsf05611/nsf05611.htm', 'https://www.nsf.gov/pubs/2003/nsf03560/nsf03560.htm', 'https://www.nsf.gov/pubs/2010/nsf10525/nsf10525.htm', 'https://www.nsf.gov/pubs/2004/nsf04572/nsf04572.htm', 'https://www.nsf.gov/pubs/2010/nsf10579/nsf10579.htm', 'https://www.nsf.gov/pubs/2012/nsf12561/nsf12561.htm', 'https://www.nsf.gov/pubs/2013/nsf13570/nsf13570.htm', 'https://www.nsf.gov/pubs/2018/nsf18566/nsf18566.htm']",,,,,,,"['nsf16573', 'nsf06566', 'nsf05611', 'nsf03560', 'nsf10525', 'nsf04572', 'nsf10579', 'nsf12561', 'nsf13570', 'nsf18566']","[0.7522399425506592, 0.7466555833816528, 0.7452614903450012, 0.7451733350753784, 0.7353214025497437, 0.7350925207138062, 0.7346961498260498, 0.7346961498260498, 0.7346961498260498, 0.733568549156189]"
125,"Paul, Titan C.","Instructor, Department of Mechanical Engineering",Faculty,"['Dr . Paul s research interest includes Energy storage liquid for solar technologies , Heat transfer with phase change , Numerical methods in conjugate heat and mass transfer problem , Thermal management of microelectronics , and Heat transfer and moisture migration problems in building environment .']","['https://www.nsf.gov/pubs/2008/nsf08598/nsf08598.htm', 'https://www.nsf.gov/pubs/2009/nsf09604/nsf09604.htm', 'https://www.nsf.gov/pubs/2010/nsf10613/nsf10613.htm', 'https://www.nsf.gov/pubs/2013/nsf13564/nsf13564.htm', 'https://www.nsf.gov/pubs/2013/nsf13500/nsf13500.htm', 'https://www.nsf.gov/pubs/2009/nsf09606/nsf09606.htm', 'https://www.nsf.gov/pubs/2020/nsf20511/nsf20511.htm', 'https://www.nsf.gov/pubs/2019/nsf19525/nsf19525.htm', 'https://www.nsf.gov/pubs/2017/nsf17517/nsf17517.htm', 'https://www.nsf.gov/pubs/2004/nsf04522/nsf04522.htm']",,,,,,,"['nsf08598', 'nsf09604', 'nsf10613', 'nsf13564', 'nsf13500', 'nsf09606', 'nsf20511', 'nsf19525', 'nsf17517', 'nsf04522']","[0.8443750143051147, 0.8342050313949585, 0.8342050313949585, 0.7945479154586792, 0.7803014516830444, 0.7631397843360901, 0.7602540254592896, 0.7586730122566223, 0.7579486966133118, 0.7565548419952393]"
126,"Peters, Wally ","Distinguished Professor Emeritus, Mechanical Engineering",Faculty,['Dr . Peters research and interests include Complex Systems Study and Design .'],"['https://www.nsf.gov/pubs/2009/nsf09610/nsf09610.htm', 'https://www.nsf.gov/pubs/2008/nsf08508/nsf08508.htm', 'https://www.nsf.gov/pubs/2007/nsf07556/nsf07556.htm', 'https://www.nsf.gov/pubs/2018/nsf18596/nsf18596.htm', 'https://www.nsf.gov/pubs/2018/nsf18536/nsf18536.htm', 'https://www.nsf.gov/pubs/2008/nsf08611/nsf08611.htm', 'https://www.nsf.gov/pubs/2010/nsf10515/nsf10515.htm', 'https://www.nsf.gov/pubs/2005/nsf05570/nsf05570.htm', 'https://www.nsf.gov/pubs/2011/nsf11516/nsf11516.htm', 'https://www.nsf.gov/pubs/2020/nsf20511/nsf20511.htm']",,,,,,,"['nsf09610', 'nsf08508', 'nsf07556', 'nsf18596', 'nsf18536', 'nsf08611', 'nsf10515', 'nsf05570', 'nsf11516', 'nsf20511']","[0.89991295337677, 0.8563796281814575, 0.8469112515449524, 0.844700813293457, 0.8424707651138306, 0.8418307900428772, 0.8418307900428772, 0.8413790464401245, 0.8407201170921326, 0.8396310806274414]"
127,"Plante, Portia","Instructor, Computer Science and Engineering",Faculty,['Portia Plante teaches various undergraduate courses .'],"['https://www.nsf.gov/pubs/2004/nsf04550/nsf04550.htm', 'https://www.nsf.gov/pubs/2005/nsf05517/nsf05517.htm', 'https://www.nsf.gov/pubs/2005/nsf05617/nsf05617.htm', 'https://www.nsf.gov/pubs/2003/nsf03511/nsf03511.htm', 'https://www.nsf.gov/pubs/2003/nsf03591/nsf03591.htm', 'https://www.nsf.gov/pubs/2006/nsf06602/nsf06602.htm', 'https://www.nsf.gov/pubs/2004/nsf04594/nsf04594.htm', 'https://www.nsf.gov/pubs/2009/nsf09607/nsf09607.htm', 'https://www.nsf.gov/pubs/2010/nsf10591/nsf10591.htm', 'https://www.nsf.gov/pubs/2003/nsf03608/nsf03608.htm']",,,,,,,"['nsf04550', 'nsf05517', 'nsf05617', 'nsf03511', 'nsf03591', 'nsf06602', 'nsf04594', 'nsf09607', 'nsf10591', 'nsf03608']","[0.8204100131988525, 0.8204100131988525, 0.8180210590362549, 0.8165069818496704, 0.8163034319877625, 0.8160406351089478, 0.8151541948318481, 0.8139201402664185, 0.813392162322998, 0.8130724430084229]"
128,"Popov, Branko N.","Carolina Distinguished Professor, Chemical Engineering",Faculty,"['Swearingen Engineering CenterRoom 2C19301 Main StreetColumbia , SC 29208CV of Dr . PopovPopov s Readership WorldwidePh . D . , University of Zagreb , Croatia , 1972M . S . , University of Illinois , 1969B . S . , University Kiril and Metodij , Skopje , Macedonia , 1965']","['https://www.nsf.gov/pubs/2015/nsf15539/nsf15539.htm', 'https://www.nsf.gov/pubs/2014/nsf14602/nsf14602.htm', 'https://www.nsf.gov/pubs/2003/nsf03511/nsf03511.htm', 'https://www.nsf.gov/pubs/2020/nsf20584/nsf20584.htm', 'https://www.nsf.gov/pubs/2003/nsf03561/nsf03561.htm', 'https://www.nsf.gov/pubs/2008/nsf08610/nsf08610.htm', 'https://www.nsf.gov/pubs/2005/nsf05617/nsf05617.htm', 'https://www.nsf.gov/pubs/2006/nsf06602/nsf06602.htm', 'https://www.nsf.gov/pubs/2008/nsf08542/nsf08542.htm', 'https://www.nsf.gov/pubs/2011/nsf11576/nsf11576.htm']",,,,,,,"['nsf15539', 'nsf14602', 'nsf03511', 'nsf20584', 'nsf03561', 'nsf08610', 'nsf05617', 'nsf06602', 'nsf08542', 'nsf11576']","[0.7811508774757385, 0.7629786729812622, 0.761115312576294, 0.7597816586494446, 0.7569296956062317, 0.7551627159118652, 0.7484759092330933, 0.746849536895752, 0.7446871995925903, 0.7433980107307434]"
129,"Potts, Jay","Associate Professor, School of Medicine, Biomedical Engineering",Faculty,"['School of Medicine Bldg 1 Room C 50 6439 Garners Ferry Road Columbia , SC 29209The prevalence of congenital cardiac malformations places an extreme sociological and personal burden . There are a myriad of congenital cardiac defects but the majority involve a region known as the atrioventricular canal AV . The AV canal is responsible for the production of the AV valves and membranous portion of the interventricular septum . This is accomplished through a process known as epithelial mesenchymal cell transformation . Understanding how the early heart and in particular the AV canal is formed is critical to building the foundation for future therapeutic measures . Norris , RA , Potts , JD , Yost , MJ , Junor , L , Brooks , T , Tan , H , Hoffman , S , Hart , MM , Damon , B , Markwald , RR , Goodwin , RL . 2009 . Periostin promotes a fibroblastic lineage pathway in atrioventricular valve progenitor cells . Dev . Dyn . 238 1052 1063 .']","['https://www.nsf.gov/pubs/2003/nsf03560/nsf03560.htm', 'https://www.nsf.gov/pubs/2006/nsf06566/nsf06566.htm', 'https://www.nsf.gov/pubs/2005/nsf05611/nsf05611.htm', 'https://www.nsf.gov/pubs/2010/nsf10525/nsf10525.htm', 'https://www.nsf.gov/pubs/2003/nsf03525/nsf03525.htm', 'https://www.nsf.gov/pubs/2011/nsf11545/nsf11545.htm', 'https://www.nsf.gov/pubs/2016/nsf16573/nsf16573.htm', 'https://www.nsf.gov/pubs/2011/nsf11523/nsf11523.htm', 'https://www.nsf.gov/pubs/2016/nsf16543/nsf16543.htm', 'https://www.nsf.gov/pubs/2008/nsf08513/nsf08513.htm']",,,,,,,"['nsf03560', 'nsf06566', 'nsf05611', 'nsf10525', 'nsf03525', 'nsf11545', 'nsf16573', 'nsf11523', 'nsf16543', 'nsf08513']","[0.7899987101554871, 0.7837474346160889, 0.769019365310669, 0.74760502576828, 0.7422317862510681, 0.7421658039093018, 0.7401572465896606, 0.7383670210838318, 0.7374787926673889, 0.7369014024734497]"
130,"Qian, Yu",Assistant Professor,Faculty,"['Dr . Yu Qian has been working on transportation geotechnics and railroad infrastructure related research , mainly focusing on heavy haul and transit track structures , high speed rails , pavements , geosynthetics , and discrete element simulation . He is currently serving as a committee member for three TRB Committees , two AREMA Committees , and the ASCE Rail Transportation Committee .']","['https://www.nsf.gov/pubs/2019/nsf19509/nsf19509.htm', 'https://www.nsf.gov/pubs/2020/nsf20500/nsf20500.htm', 'https://www.nsf.gov/pubs/2011/nsf11512/nsf11512.htm', 'https://www.nsf.gov/pubs/2011/nsf11566/nsf11566.htm', 'https://www.nsf.gov/pubs/2009/nsf09524/nsf09524.htm', 'https://www.nsf.gov/pubs/2007/nsf07506/nsf07506.htm', 'https://www.nsf.gov/pubs/2008/nsf08519/nsf08519.htm', 'http://www.nsf.gov/pubs/2006/nsf06504/nsf06504.htm', 'https://www.nsf.gov/pubs/2009/nsf09539/nsf09539.htm', 'https://www.nsf.gov/pubs/2006/nsf06546/nsf06546.htm']",,,,,,,"['nsf19509', 'nsf20500', 'nsf11512', 'nsf11566', 'nsf09524', 'nsf07506', 'nsf08519', 'nsf06504', 'nsf09539', 'nsf06546']","[0.8049925565719604, 0.8049899339675903, 0.7969220876693726, 0.7969220876693726, 0.794847846031189, 0.7924433350563049, 0.7919084429740906, 0.7846944332122803, 0.7821277379989624, 0.7821277379989624]"
131,"Ranson, Bill ","Distinguished Professor Emeritus, Mechanical Engineering",Faculty,"['Dr . Ranson s research and interests include scale invariant computer vision applications to the measurement of mechanical systems , mathematical modeling of mechanical systems measurements to the systems life predictions application of technology to learning systems .']","['https://www.nsf.gov/pubs/2003/nsf03602/nsf03602.htm', 'https://www.nsf.gov/pubs/2004/nsf04538/nsf04538.htm', 'https://www.nsf.gov/pubs/2013/nsf13580/nsf13580.htm', 'https://www.nsf.gov/pubs/2016/nsf16581/nsf16581.htm', 'https://www.nsf.gov/pubs/2014/nsf14596/nsf14596.htm', 'https://www.nsf.gov/pubs/2017/nsf17572/nsf17572.htm', 'https://www.nsf.gov/pubs/2018/nsf18570/nsf18570.htm', 'https://www.nsf.gov/pubs/2015/nsf15574/nsf15574.htm', 'https://www.nsf.gov/pubs/2015/nsf15591/nsf15591.htm']",,,,,,,"['nsf03602', 'nsf04538', 'nsf13580', 'nsf16581', 'nsf14596', 'nsf17572', 'nsf18570', 'nsf15574', 'nsf15591']","[0.8650692701339722, 0.8122618198394775, 0.8006153106689453, 0.797341525554657, 0.7972967624664307, 0.7972967624664307, 0.7972967624664307, 0.7972967624664307, 0.7972967624664307]"
